date,actual_close,predicted_close
2024-12-03,-5.290008544921875,6.012910669415908
2024-12-04,1.579986572265625,0.7142125110138065
2024-12-05,1.94000244140625,10.012727299173307
2024-12-06,7.930023193359375,1.5655717969804437
2024-12-09,8.389984130859375,-0.1432338379134963
2024-12-10,2.889984130859432,1.7972278749699024
2024-12-11,8.710021972656307,2.6845789356967953
2024-12-12,0.07000732421875,-1.1883013160140432
2024-12-13,1.899993896484375,7.278904083926423
2024-12-16,4.8599853515625,7.970363145600077
2024-12-17,12.8800048828125,4.260464801126238
2024-12-18,-13.3599853515625,-2.5535598471061776
2024-12-19,11.75,-2.757178870969895
2024-12-20,-10.660003662109375,0.9188987985405603
2024-12-23,9.94000244140625,-1.3807634096049575
2024-12-24,5.29998779296875,-4.170784251231105
2024-12-26,2.8800048828125,2.4272949558714774
2024-12-27,-4.610015869140625,2.5638093332140253
2024-12-30,-12.260009765625,2.0393207149073547
